"","constructorResultsId","raceId","constructorId","points","status","year","round","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","circuitRef","name_races","location","country","lat","lng","alt","constructorRef","name_constructor","nationality","constructorStandingsId","point_constructor","position","positionText","wins"
"3381",3381,312,27,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","ligier","Ligier","French",8375,0,12,"12",0
"3382",3382,312,29,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","footwork","Footwork","British",8373,0,17,"17",0
"3383",3383,312,41,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","leyton","Leyton House","British",8374,0,14,"14",0
"3384",3384,312,39,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","ags","AGS","French",8367,0,16,"16",0
"3385",3385,312,36,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","fondmetal","Fondmetal","Italian",8378,0,18,"18",0
"3386",3386,312,40,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","lambo","Lambo","Italian",8366,0,13,"13",0
"3387",3387,312,42,0,"\N",1991,8,9,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","coloni","Coloni","Italian",8377,0,19,"19",0
"3388",3388,313,3,16,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","williams","Williams","British",8391,71,1,"1",4
"3389",3389,313,6,4,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","ferrari","Ferrari","Italian",8381,33,3,"3",0
"3390",3390,313,1,3,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","mclaren","McLaren","British",8380,70,2,"2",4
"3391",3391,313,17,3,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","jordan","Jordan","Irish",8388,13,5,"5",0
"3392",3392,313,22,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","benetton","Benetton","Italian",8382,23,4,"4",1
"3393",3393,313,27,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","ligier","Ligier","French",8394,0,12,"12",0
"3394",3394,313,35,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","dallara","Dallara","Italian",8395,5,7,"7",0
"3395",3395,313,34,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","brabham","Brabham","British",8389,0,15,"15",0
"3396",3396,313,25,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","tyrrell","Tyrrell","British",8383,11,6,"6",0
"3397",3397,313,41,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","leyton","Leyton House","British",8393,0,14,"14",0
"3398",3398,313,32,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","team_lotus","Team Lotus","British",8390,3,9,"9",0
"3399",3399,313,26,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","lola","Lola","British",8398,1,10,"10",0
"3400",3400,313,18,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","minardi","Minardi","Italian",8387,3,8,"8",0
"3401",3401,313,40,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","lambo","Lambo","Italian",8385,0,13,"13",0
"3402",3402,313,29,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","footwork","Footwork","British",8392,0,17,"17",0
"3403",3403,313,39,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","ags","AGS","French",8386,0,16,"16",0
"3404",3404,313,36,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","fondmetal","Fondmetal","Italian",8397,0,18,"18",0
"3405",3405,313,42,0,"\N",1991,9,10,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,"103","coloni","Coloni","Italian",8396,0,19,"19",0
"3406",3406,314,1,13,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","mclaren","McLaren","British",8399,83,1,"1",5
"3407",3407,314,3,10,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","williams","Williams","British",8410,81,2,"2",4
"3408",3408,314,6,2,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","ferrari","Ferrari","Italian",8400,35,3,"3",0
"3409",3409,314,41,1,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","leyton","Leyton House","British",8412,1,10,"10",0
"3410",3410,314,17,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","jordan","Jordan","Irish",8407,13,5,"5",0
"3411",3411,314,22,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","benetton","Benetton","Italian",8401,23,4,"4",1
"3412",3412,314,27,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","ligier","Ligier","French",8413,0,13,"13",0
"3413",3413,314,25,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","tyrrell","Tyrrell","British",8402,11,6,"6",0
"3414",3414,314,18,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","minardi","Minardi","Italian",8406,3,8,"8",0
"3415",3415,314,32,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","team_lotus","Team Lotus","British",8409,3,9,"9",0
"3416",3416,314,40,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","lambo","Lambo","Italian",8404,0,14,"14",0
"3417",3417,314,34,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","brabham","Brabham","British",8408,0,15,"15",0
"3418",3418,314,35,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","dallara","Dallara","Italian",8414,5,7,"7",0
"3419",3419,314,26,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","lola","Lola","British",8417,1,11,"11",0
"3420",3420,314,36,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","fondmetal","Fondmetal","Italian",8416,0,18,"18",0
"3421",3421,314,29,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","footwork","Footwork","British",8411,0,17,"17",0
"3422",3422,314,39,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","ags","AGS","French",8405,0,16,"16",0
"3423",3423,314,42,0,"\N",1991,10,11,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,"264","coloni","Coloni","Italian",8415,0,19,"19",0
"3424",3424,315,1,16,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","mclaren","McLaren","British",8418,99,1,"1",6
"3425",3425,315,22,7,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","benetton","Benetton","Italian",8420,30,4,"4",1
"3426",3426,315,3,2,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","williams","Williams","British",8429,83,2,"2",4
"3427",3427,315,34,1,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","brabham","Brabham","British",8427,1,11,"11",0
"3428",3428,315,32,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","team_lotus","Team Lotus","British",8428,3,9,"9",0
"3429",3429,315,35,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","dallara","Dallara","Italian",8433,5,7,"7",0
"3430",3430,315,36,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","fondmetal","Fondmetal","Italian",8435,0,17,"17",0
"3431",3431,315,27,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","ligier","Ligier","French",8432,0,14,"14",0
"3432",3432,315,18,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","minardi","Minardi","Italian",8425,3,8,"8",0
"3433",3433,315,17,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","jordan","Jordan","Irish",8426,13,5,"5",0
"3434",3434,315,25,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","tyrrell","Tyrrell","British",8421,11,6,"6",0
"3435",3435,315,6,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","ferrari","Ferrari","Italian",8419,35,3,"3",0
"3436",3436,315,26,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","lola","Lola","British",8436,1,12,"12",0
"3437",3437,315,41,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","leyton","Leyton House","British",8431,1,10,"10",0
"3438",3438,315,40,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","lambo","Lambo","Italian",8423,0,15,"15",0
"3439",3439,315,29,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","footwork","Footwork","British",8430,0,18,"18",0
"3440",3440,315,39,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","ags","AGS","French",8424,0,16,"16",0
"3441",3441,315,42,0,"\N",1991,11,13,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,"401","coloni","Coloni","Italian",8434,0,19,"19",0
"3442",3442,316,3,10,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","williams","Williams","British",8448,93,2,"2",5
"3443",3443,316,1,9,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","mclaren","McLaren","British",8437,108,1,"1",6
"3444",3444,316,6,4,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","ferrari","Ferrari","Italian",8438,39,3,"3",0
"3445",3445,316,22,3,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","benetton","Benetton","Italian",8439,33,4,"4",1
"3446",3446,316,17,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","jordan","Jordan","Irish",8445,13,5,"5",0
"3447",3447,316,41,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","leyton","Leyton House","British",8450,1,10,"10",0
"3448",3448,316,18,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","minardi","Minardi","Italian",8444,3,8,"8",0
"3449",3449,316,35,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","dallara","Dallara","Italian",8452,5,7,"7",0
"3450",3450,316,27,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","ligier","Ligier","French",8451,0,14,"14",0
"3451",3451,316,34,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","brabham","Brabham","British",8446,1,11,"11",0
"3452",3452,316,32,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","team_lotus","Team Lotus","British",8447,3,9,"9",0
"3453",3453,316,40,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","lambo","Lambo","Italian",8442,0,15,"15",0
"3454",3454,316,36,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","fondmetal","Fondmetal","Italian",8454,0,17,"17",0
"3455",3455,316,25,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","tyrrell","Tyrrell","British",8440,11,6,"6",0
"3456",3456,316,26,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","lola","Lola","British",8455,1,12,"12",0
"3457",3457,316,29,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","footwork","Footwork","British",8449,0,18,"18",0
"3458",3458,316,39,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","ags","AGS","French",8443,0,16,"16",0
"3459",3459,316,42,0,"\N",1991,12,14,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,"162","coloni","Coloni","Italian",8453,0,19,"19",0
"3460",3460,317,3,10,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","williams","Williams","British",8467,103,2,"2",6
"3461",3461,317,1,6,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","mclaren","McLaren","British",8456,114,1,"1",6
"3462",3462,317,6,4,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","ferrari","Ferrari","Italian",8457,43,3,"3",0
"3463",3463,317,18,3,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","minardi","Minardi","Italian",8463,6,7,"7",0
"3464",3464,317,22,3,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","benetton","Benetton","Italian",8458,36,4,"4",1
"3465",3465,317,41,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","leyton","Leyton House","British",8469,1,10,"10",0
"3466",3466,317,17,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","jordan","Jordan","Irish",8464,13,5,"5",0
"3467",3467,317,27,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","ligier","Ligier","French",8470,0,14,"14",0
"3468",3468,317,34,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","brabham","Brabham","British",8465,1,11,"11",0
"3469",3469,317,25,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","tyrrell","Tyrrell","British",8459,11,6,"6",0
"3470",3470,317,32,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","team_lotus","Team Lotus","British",8466,3,9,"9",0
"3471",3471,317,29,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","footwork","Footwork","British",8468,0,18,"18",0
"3472",3472,317,26,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","lola","Lola","British",8474,1,12,"12",0
"3473",3473,317,35,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","dallara","Dallara","Italian",8471,5,8,"8",0
"3474",3474,317,39,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","ags","AGS","French",8462,0,16,"16",0
"3475",3475,317,40,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","lambo","Lambo","Italian",8461,0,15,"15",0
"3476",3476,317,36,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","fondmetal","Fondmetal","Italian",8473,0,17,"17",0
"3477",3477,317,42,0,"\N",1991,13,27,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","estoril","Autódromo do Estoril","Estoril","Portugal",38.7506,-9.39417,"130","coloni","Coloni","Italian",8472,0,19,"19",0
"3478",3478,318,3,14,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","williams","Williams","British",8486,117,1,"1",7
"3479",3479,318,6,9,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","ferrari","Ferrari","Italian",8476,52,3,"3",0
"3480",3480,318,1,2,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","mclaren","McLaren","British",8475,116,2,"2",6
"3481",3481,318,22,1,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","benetton","Benetton","Italian",8477,37,4,"4",1
"3482",3482,318,41,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","leyton","Leyton House","British",8488,1,10,"10",0
"3483",3483,318,35,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","dallara","Dallara","Italian",8490,5,8,"8",0
"3484",3484,318,17,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","jordan","Jordan","Irish",8483,13,5,"5",0
"3485",3485,318,34,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","brabham","Brabham","British",8484,1,11,"11",0
"3486",3486,318,36,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","fondmetal","Fondmetal","Italian",8492,0,17,"17",0
"3487",3487,318,18,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","minardi","Minardi","Italian",8482,6,7,"7",0
"3488",3488,318,25,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","tyrrell","Tyrrell","British",8478,11,6,"6",0
"3489",3489,318,27,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","ligier","Ligier","French",8489,0,14,"14",0
"3490",3490,318,29,0,"\N",1991,14,4,NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","footwork","Footwork","British",8487,0,18,"18",0
